task_id,task_name,p_true,sample_id,raw_output,parse_success,judge_success,judge_positive,parse_failure_reason,judge_failure_reason
trees_or_cycles,Trees-or-cycles,0.8,4,"(10, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,5,"(10, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,6,"(10, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,7,"(10, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,8,"(10, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,9,"(10, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,10,"(10, [(0,1),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,1,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,2,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,3,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,4,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,5,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,6,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,7,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,8,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,9,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,10,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,1,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,2,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,3,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,4,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,5,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,6,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,7,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,8,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,9,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,10,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,1,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.6,2,"(10, [(0,1),(1,2),(2,3),(3,0),(4,5),(5,6),(6,7),(7,4)])",True,True,True,,
union_of_components,Union-of-components,0.6,3,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.6,4,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.6,5,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.6,6,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.6,7,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.6,8,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.6,9,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.6,10,"(10, [(0,1),(1,2),(2,3),(3,4),(4,0),(5,6),(6,7),(7,8),(8,9),(9,5)])",True,True,True,,
union_of_components,Union-of-components,0.8,1,"(10, [(0,1),(0,2),(1,3),(2,3),(5,6),(5,7),(6,8),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.8,2,"(10, [(0,1),(0,2),(1,3),(2,3),(5,6),(5,7),(6,8),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.8,3,"(10, [(0,1),(0,2),(0,3),(1,4),(5,6),(5,7),(5,8),(6,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,4,"(10, [(0,1),(0,2),(0,3),(1,4),(5,6),(5,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,5,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(5,8),(6,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,6,"(10, [(0,1),(0,2),(1,3),(2,3),(5,6),(5,7),(6,8),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.8,7,"(10, [(0,1),(0,2),(1,3),(2,3),(5,6),(5,7),(6,8),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.8,8,"(10, [(0,1),(0,2),(1,3),(2,3),(5,6),(5,7),(6,8),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.8,9,"(10, [(0,1),(0,2),(1,3),(2,4),(5,6),(5,7),(5,8),(6,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,10,"(10, [(0,1),(0,2),(1,3),(2,3),(5,6),(5,7),(6,8),(7,8)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,1,"(10, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,2),(2,5)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,2,"(12, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,3),(3,6)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,3,"(14, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,4),(4,7)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,4,"(16, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,14),(13,15),(14,5),(5,8)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,5,"(12, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,3),(3,6)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,6,"(10, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,2),(2,5)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,7,"(12, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,3),(3,6)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,8,"(14, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,4),(4,7)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,9,"(16, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,14),(13,15),(14,5),(5,8)])",True,True,False,,
motif_triangle,Motif-Triangle,0.2,10,"(12, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,3),(3,6)])",True,True,False,,
motif_triangle,Motif-Triangle,0.4,1,"(14, [(0,1),(0,2),(0,3),(1,4),(1,5),(2,6),(2,7),(3,8),(3,9),(4,5),(6,7),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,2,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,3,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,4,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,5,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,6,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,7,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,8,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,9,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,10,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,10),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,1,"(14, [(0,1),(0,2),(1,3),(2,4),(2,5),(3,6),(4,7),(4,8),(5,9),(6,10),(6,11),(7,12),(8,13),(9,10),(10,11),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,2,"(14, [(0,1),(0,2),(1,3),(2,4),(2,5),(3,6),(4,7),(4,8),(5,9),(6,10),(7,11),(8,12),(8,13),(9,10),(10,11),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,3,"(14, [(0,1),(0,2),(1,3),(2,4),(3,5),(3,6),(4,7),(5,8),(6,9),(6,10),(7,11),(8,12),(9,13),(10,11),(11,12),(12,13)])",True,True,False,,
motif_triangle,Motif-Triangle,0.6,4,"(14, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,13)])",True,True,False,,
motif_triangle,Motif-Triangle,0.6,5,"(14, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,13)])",True,True,False,,
motif_triangle,Motif-Triangle,0.6,6,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,7,"(14, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,13)])",True,True,False,,
motif_triangle,Motif-Triangle,0.6,8,"(14, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,13)])",True,True,False,,
motif_triangle,Motif-Triangle,0.6,9,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,10,"(14, [(0,1),(0,2),(1,3),(2,4),(3,5),(4,6),(5,7),(6,8),(7,9),(8,10),(9,11),(10,12),(11,13),(12,13)])",True,True,False,,
motif_triangle,Motif-Triangle,0.8,1,"(14, [(0,1),(0,2),(1,3),(1,4),(2,5),(2,6),(3,7),(3,8),(4,9),(4,10),(5,11),(5,12),(6,13),(7,8),(9,10),(11,12)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,2,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(7,10),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,3,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(1,2),(1,3),(1,4),(1,5),(2,3),(2,4),(2,5),(3,4),(3,5),(4,5),(5,6),(5,7),(5,8),(6,7),(7,8),(8,9),(9,10),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,4,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(7,10),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,5,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(9,10),(9,11),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,6,"(14, [(0,1),(0,2),(1,3),(1,4),(2,5),(2,6),(3,7),(3,8),(4,9),(4,10),(5,11),(5,12),(6,13),(7,8),(9,10),(11,12)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,7,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(7,10),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,8,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(9,10),(9,11),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,9,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(7,10),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,10,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(1,2),(1,3),(1,4),(1,5),(2,3),(2,4),(2,5),(3,4),(3,5),(4,5),(5,6),(5,7),(5,8),(6,7),(7,8),(8,9),(9,10),(10,11)])",True,True,True,,
