sample_id,raw_output,is_valid,canonical_smiles,parse_failure_reason,classifier_score,classifier_positive,is_novel_vs_train,mol_weight,logp,num_h_donors,num_h_acceptors
22,c1ccc(cc1)S(=O)N(C(=O)N1C(=O)C)C(=O)N1C(=O)C,True,CC(=O)n1c(=O)n(S(=O)c2ccccc2)c(=O)n1C(C)=O,,0.011507,0,True,309.30300000000005,-0.2974000000000001,0,5
23,C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C=O,,0.005762,0,True,156.097,-1.7249000000000005,0,4
24,c1ccc(cc1)C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C(=O)c1ccccc1,,0.002801,0,True,232.19500000000002,-0.040900000000000825,0,4
25,CCN(CC1)C(=O)C(=O)N1C(=O)C,True,CCN1CCN(C(C)=O)C(=O)C1=O,,0.000885,0,True,184.195,-0.7764000000000002,0,3
26,c1ccc(cc1)N(C(=O)N1C(=O)C)S(=O)N(C(=O)N1C(=O)C)C,True,CC(=O)N1C(=O)N(C)S(=O)N(c2ccccc2)C(=O)N1C(C)=O,,0.002689,0,True,338.34500000000014,0.8691000000000002,0,5
27,C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C=O,,0.005762,0,True,156.097,-1.7249000000000005,0,4
28,c1ccc(cc1)C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C(=O)c1ccccc1,,0.002801,0,True,232.19500000000002,-0.040900000000000825,0,4
29,CCN(CC1)C(=O)C(=O)N1C(=O)C,True,CCN1CCN(C(C)=O)C(=O)C1=O,,0.000885,0,True,184.195,-0.7764000000000002,0,3
30,c1ccc(cc1)S(=O)N(C(=O)N1C(=O)C)S(=O)N(C(=O)N1C(=O)C)C,True,CC(=O)N1C(=O)N(C)S(=O)N(S(=O)c2ccccc2)C(=O)N1C(C)=O,,0.006598,0,True,386.4110000000001,0.3873000000000002,0,6
31,C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C=O,,0.005762,0,True,156.097,-1.7249000000000005,0,4
32,c1ccc(cc1)N(C(=O)N1C(=O)C)C(=O)N1C(=O)C,True,CC(=O)n1c(=O)n(-c2ccccc2)c(=O)n1C(C)=O,,0.003767,0,True,261.237,0.12090000000000023,0,4
33,CCN(CC1)C(=O)C(=O)N1C(=O)C,True,CCN1CCN(C(C)=O)C(=O)C1=O,,0.000885,0,True,184.195,-0.7764000000000002,0,3
34,c1ccc(cc1)C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C(=O)c1ccccc1,,0.002801,0,True,232.19500000000002,-0.040900000000000825,0,4
35,C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C=O,,0.005762,0,True,156.097,-1.7249000000000005,0,4
36,c1ccc(cc1)S(=O)N(C(=O)N1C(=O)C)C(=O)N1C(=O)C,True,CC(=O)n1c(=O)n(S(=O)c2ccccc2)c(=O)n1C(C)=O,,0.011507,0,True,309.30300000000005,-0.2974000000000001,0,5
37,CCN(CC1)C(=O)C(=O)N1C(=O)C,True,CCN1CCN(C(C)=O)C(=O)C1=O,,0.000885,0,True,184.195,-0.7764000000000002,0,3
38,c1ccc(cc1)N(C(=O)N1C(=O)C)S(=O)N(C(=O)N1C(=O)C)C,True,CC(=O)N1C(=O)N(C)S(=O)N(c2ccccc2)C(=O)N1C(C)=O,,0.002689,0,True,338.34500000000014,0.8691000000000002,0,5
39,C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C=O,,0.005762,0,True,156.097,-1.7249000000000005,0,4
40,c1ccc(cc1)C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C(=O)c1ccccc1,,0.002801,0,True,232.19500000000002,-0.040900000000000825,0,4
41,CCN(CC1)C(=O)C(=O)N1C(=O)C,True,CCN1CCN(C(C)=O)C(=O)C1=O,,0.000885,0,True,184.195,-0.7764000000000002,0,3
42,c1ccc(cc1)S(=O)N(C(=O)N1C(=O)C)S(=O)N(C(=O)N1C(=O)C)C,True,CC(=O)N1C(=O)N(C)S(=O)N(S(=O)c2ccccc2)C(=O)N1C(C)=O,,0.006598,0,True,386.4110000000001,0.3873000000000002,0,6
43,C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C=O,,0.005762,0,True,156.097,-1.7249000000000005,0,4
44,c1ccc(cc1)C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C(=O)c1ccccc1,,0.002801,0,True,232.19500000000002,-0.040900000000000825,0,4
45,CCN(CC1)C(=O)C(=O)N1C(=O)C,True,CCN1CCN(C(C)=O)C(=O)C1=O,,0.000885,0,True,184.195,-0.7764000000000002,0,3
46,c1ccc(cc1)N(C(=O)N1C(=O)C)C(=O)N1C(=O)C,True,CC(=O)n1c(=O)n(-c2ccccc2)c(=O)n1C(C)=O,,0.003767,0,True,261.237,0.12090000000000023,0,4
47,C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C=O,,0.005762,0,True,156.097,-1.7249000000000005,0,4
48,c1ccc(cc1)S(=O)N(C(=O)N1C(=O)C)C(=O)N1C(=O)C,True,CC(=O)n1c(=O)n(S(=O)c2ccccc2)c(=O)n1C(C)=O,,0.011507,0,True,309.30300000000005,-0.2974000000000001,0,5
49,CCN(CC1)C(=O)C(=O)N1C(=O)C,True,CCN1CCN(C(C)=O)C(=O)C1=O,,0.000885,0,True,184.195,-0.7764000000000002,0,3
50,c1ccc(cc1)C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C(=O)c1ccccc1,,0.002801,0,True,232.19500000000002,-0.040900000000000825,0,4
51,C(=O)N1C(=O)C(=O)N1C(=O)C,True,CC(=O)N1C(=O)C(=O)N1C=O,,0.005762,0,True,156.097,-1.7249000000000005,0,4
52,"Sure! Here are 50 new molecules in SMILES notation that are likely to inhibit HIV replication, based on the known inhibitors you provided:",False,,RDKit 无法解析该 SMILES。,,,,,,,
53,CCN(CC)CC(=O)N1CCN(CC1)C,True,CCN(CC)CC(=O)N1CCN(C)CC1,,0.000139,0,True,213.32499999999993,0.10220000000000118,0,3
54,CCOC(=O)N1CCN(CC1)C(=O)C,True,CCOC(=O)N1CCN(C(C)=O)CC1,,0.000215,0,True,200.23799999999997,0.30699999999999994,0,3
55,c1ccncc1(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
56,c1ccccc1N(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
57,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
58,CCN(CC)CC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCN(CC)CC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000034,0,True,325.4570000000001,-0.1601999999999959,0,4
59,CCOC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCOC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000027,0,True,284.36000000000007,0.12790000000000168,0,4
60,c1ccncc1(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
61,c1ccccc1N(=O)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
62,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
63,CCN(CC)CC(=O)N1CCN(CC1)C(=O)C,True,CCN(CC)CC(=O)N1CCN(C(C)=O)CC1,,0.000207,0,True,241.33499999999992,0.018900000000001027,0,3
64,CCOC(=O)N1CCN(CC1)C(=O)C,True,CCOC(=O)N1CCN(C(C)=O)CC1,,0.000215,0,True,200.23799999999997,0.30699999999999994,0,3
65,c1ccncc1(=O)N1CCN(CC1)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
66,c1ccccc1N(=O)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
67,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
68,CCN(CC)CC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCN(CC)CC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000034,0,True,325.4570000000001,-0.1601999999999959,0,4
69,CCOC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCOC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000027,0,True,284.36000000000007,0.12790000000000168,0,4
70,c1ccncc1(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
71,c1ccccc1N(=O)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
72,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
73,CCN(CC)CC(=O)N1CCN(CC1)C(=O)C,True,CCN(CC)CC(=O)N1CCN(C(C)=O)CC1,,0.000207,0,True,241.33499999999992,0.018900000000001027,0,3
74,CCOC(=O)N1CCN(CC1)C(=O)C,True,CCOC(=O)N1CCN(C(C)=O)CC1,,0.000215,0,True,200.23799999999997,0.30699999999999994,0,3
75,c1ccncc1(=O)N1CCN(CC1)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
76,c1ccccc1N(=O)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
77,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
78,CCN(CC)CC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCN(CC)CC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000034,0,True,325.4570000000001,-0.1601999999999959,0,4
79,CCOC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCOC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000027,0,True,284.36000000000007,0.12790000000000168,0,4
80,c1ccncc1(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
81,c1ccccc1N(=O)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
82,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
83,CCN(CC)CC(=O)N1CCN(CC1)C(=O)C,True,CCN(CC)CC(=O)N1CCN(C(C)=O)CC1,,0.000207,0,True,241.33499999999992,0.018900000000001027,0,3
84,CCOC(=O)N1CCN(CC1)C(=O)C,True,CCOC(=O)N1CCN(C(C)=O)CC1,,0.000215,0,True,200.23799999999997,0.30699999999999994,0,3
85,c1ccncc1(=O)N1CCN(CC1)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
86,c1ccccc1N(=O)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
87,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
88,CCN(CC)CC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCN(CC)CC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000034,0,True,325.4570000000001,-0.1601999999999959,0,4
89,CCOC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCOC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000027,0,True,284.36000000000007,0.12790000000000168,0,4
90,c1ccncc1(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
91,c1ccccc1N(=O)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
92,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
93,CCN(CC)CC(=O)N1CCN(CC1)C(=O)C,True,CCN(CC)CC(=O)N1CCN(C(C)=O)CC1,,0.000207,0,True,241.33499999999992,0.018900000000001027,0,3
94,CCOC(=O)N1CCN(CC1)C(=O)C,True,CCOC(=O)N1CCN(C(C)=O)CC1,,0.000215,0,True,200.23799999999997,0.30699999999999994,0,3
95,c1ccncc1(=O)N1CCN(CC1)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
96,c1ccccc1N(=O)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
97,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
98,CCN(CC)CC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCN(CC)CC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000034,0,True,325.4570000000001,-0.1601999999999959,0,4
99,CCOC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCOC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000027,0,True,284.36000000000007,0.12790000000000168,0,4
100,c1ccncc1(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
101,c1ccccc1N(=O)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
102,CCN1CCN(CC1)C(=O)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1,,0.000024,0,True,268.361,-1.0754999999999963,0,4
