task_id,task_name,p_true,sample_id,raw_output,parse_success,judge_success,judge_positive,parse_failure_reason,judge_failure_reason
trees_or_cycles,Trees-or-cycles,0.4,8,"(10, [(0,1),(0,2),(1,9),(2,7),(3,7),(3,8),(4,6),(4,8),(5,6),(5,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.4,9,"(10, [(0,2),(0,5),(1,7),(1,9),(2,6),(3,6),(3,9),(4,7),(4,8),(5,8)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.4,10,"(10, [(0,5),(1,3),(4,7),(5,6),(2,6),(2,9),(7,9),(3,8),(3,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,1,"(10, [(0,1),(0,4),(1,5),(2,6),(2,9),(3,5),(3,8),(4,7),(6,8),(7,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,2,"(10, [(1,2),(1,3),(1,6),(1,9),(5,8),(5,7),(4,7),(0,4),(0,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,3,"(10, [(1,2),(1,7),(3,4),(4,5),(5,6),(7,8),(0,7),(0,5),(5,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,4,"(10, [(0,3),(0,8),(1,4),(1,7),(2,5),(2,8),(3,7),(4,9),(5,6),(6,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,5,"(10, [(0,4),(0,8),(1,4),(1,6),(2,7),(2,8),(3,5),(3,6),(5,9),(7,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,6,"(10, [(0,1),(2,3),(3,4),(4,8),(4,6),(1,6),(1,5),(5,7),(7,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,7,"(10, [(0,9),(1,6),(4,6),(5,8),(2,6),(2,8),(3,8),(3,7),(7,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,8,"(10, [(0,3),(0,8),(1,4),(1,8),(2,5),(2,7),(3,6),(4,7),(5,9),(6,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,9,"(10, [(3,7),(5,6),(0,6),(4,8),(0,4),(0,7),(2,7),(1,2),(1,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.6,10,"(10, [(1,3),(1,4),(2,4),(2,8),(5,9),(6,7),(0,7),(0,9),(8,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,1,"(10, [(4,5),(3,5),(3,6),(0,3),(2,8),(1,2),(1,7),(0,7),(0,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,2,"(10, [(0,7),(1,4),(2,5),(4,5),(3,4),(3,9),(7,8),(6,8),(6,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,3,"(10, [(0,7),(1,3),(4,5),(6,9),(4,7),(2,4),(2,3),(3,8),(8,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,4,"(10, [(1,5),(2,4),(3,5),(3,6),(0,7),(0,6),(2,6),(2,8),(2,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,5,"(10, [(0,6),(0,8),(1,4),(1,8),(2,7),(2,9),(3,5),(3,9),(4,5),(6,7)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,6,"(10, [(0,3),(0,5),(1,4),(1,8),(2,6),(2,7),(3,8),(4,7),(5,9),(6,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,7,"(10, [(0,1),(1,4),(3,9),(5,6),(6,7),(7,8),(4,7),(2,4),(2,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,8,"(10, [(0,9),(3,4),(2,4),(1,5),(1,8),(7,8),(2,8),(2,6),(6,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,9,"(10, [(0,2),(3,6),(4,8),(5,6),(0,5),(1,7),(1,9),(0,8),(0,9)])",True,True,True,,
trees_or_cycles,Trees-or-cycles,0.8,10,"(10, [(1,6),(0,4),(0,5),(2,8),(2,3),(3,7),(0,7),(0,6),(6,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,1,"(10, [(0,3),(0,4),(1,2),(1,3),(5,9),(6,9),(7,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,2,"(10, [(0,1),(0,4),(1,2),(2,3),(3,4),(5,8),(5,9),(6,7),(6,9),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.2,3,"(10, [(0,1),(0,3),(1,4),(2,3),(2,4),(5,6),(5,9),(6,7),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,4,"(10, [(0,2),(0,4),(1,3),(1,4),(2,3),(5,7),(5,9),(6,7),(6,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,5,"(10, [(0,2),(0,3),(1,3),(1,4),(2,4),(5,6),(5,8),(6,7),(7,9),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,6,"(10, [(0,1),(0,3),(1,2),(2,4),(5,7),(6,7),(6,9),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.2,7,"(10, [(0,2),(0,4),(1,2),(1,3),(3,4),(5,7),(5,9),(6,7),(6,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,8,"(10, [(0,1),(0,2),(1,4),(2,3),(3,4),(5,7),(5,9),(6,8),(6,9),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.2,9,"(10, [(0,1),(0,2),(0,3),(2,4),(5,9),(6,7),(6,8),(6,9)])",True,True,True,,
union_of_components,Union-of-components,0.2,10,"(10, [(0,4),(1,3),(1,4),(2,3),(5,6),(5,7),(5,9),(6,8)])",True,True,True,,
union_of_components,Union-of-components,0.4,1,"(10, [(0,2),(0,3),(1,3),(1,4),(2,4),(5,6),(5,7),(6,9),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,2,"(10, [(0,1),(0,2),(2,3),(2,4),(5,8),(5,9),(6,7),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,3,"(10, [(0,1),(0,3),(1,2),(3,4),(5,8),(6,8),(6,9),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.4,4,"(10, [(0,1),(0,3),(1,2),(2,4),(5,7),(5,9),(6,9),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.4,5,"(10, [(0,1),(1,2),(2,3),(3,4),(5,6),(6,9),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,6,"(10, [(0,2),(0,3),(1,3),(1,4),(2,4),(5,7),(5,9),(6,7),(6,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,7,"(10, [(0,2),(0,3),(0,4),(1,3),(5,6),(5,7),(6,9),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.4,8,"(10, [(0,1),(0,3),(1,4),(2,3),(2,4),(5,8),(5,9),(6,7),(6,9),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.4,9,"(10, [(0,3),(0,4),(1,2),(1,4),(2,3),(5,6),(5,7),(6,9),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.4,10,"(10, [(0,1),(0,3),(1,4),(2,3),(2,4),(5,7),(5,8),(6,8),(6,9),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,1,"(10, [(0,2),(0,4),(1,3),(1,4),(2,3),(5,8),(5,9),(6,7),(6,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,2,"(10, [(0,3),(0,4),(1,2),(1,3),(2,4),(5,6),(5,7),(6,9),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,3,"(10, [(0,3),(0,4),(1,2),(1,3),(2,4),(5,6),(5,9),(6,7),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,4,"(10, [(0,3),(0,4),(1,2),(1,3),(2,4),(5,6),(5,7),(6,8),(7,9),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,5,"(10, [(0,3),(1,2),(1,4),(3,4),(5,6),(5,8),(6,7),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,6,"(10, [(0,2),(0,3),(1,4),(3,4),(5,8),(5,9),(6,8),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.6,7,"(10, [(0,2),(1,3),(1,4),(2,3),(5,7),(5,8),(6,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,8,"(10, [(0,2),(0,3),(1,3),(3,4),(5,7),(5,9),(6,9),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,9,"(10, [(0,2),(0,3),(1,2),(1,4),(5,7),(5,8),(6,9),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.6,10,"(10, [(0,1),(0,2),(1,3),(3,4),(5,7),(6,8),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,1,"(10, [(0,3),(0,4),(1,2),(1,4),(2,3),(5,8),(5,9),(6,7),(6,9),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.8,2,"(10, [(0,2),(0,3),(1,2),(3,4),(5,9),(6,8),(7,9),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,3,"(10, [(0,1),(1,2),(2,4),(3,4),(5,7),(6,7),(6,9),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,4,"(10, [(0,1),(0,3),(1,2),(2,4),(3,4),(5,6),(5,9),(6,8),(7,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,5,"(10, [(0,2),(0,3),(1,3),(1,4),(2,4),(5,7),(5,8),(6,7),(6,9),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,6,"(10, [(0,2),(0,3),(1,3),(1,4),(2,4),(5,6),(5,9),(6,7),(7,8),(8,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,7,"(10, [(0,3),(1,3),(2,4),(3,4),(5,7),(5,8),(6,7),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,8,"(10, [(0,1),(0,3),(1,2),(3,4),(5,8),(5,9),(6,8),(7,8)])",True,True,True,,
union_of_components,Union-of-components,0.8,9,"(10, [(0,2),(0,3),(1,2),(1,4),(5,8),(6,9),(7,8),(7,9)])",True,True,True,,
union_of_components,Union-of-components,0.8,10,"(10, [(0,1),(0,3),(1,2),(2,4),(3,4),(5,7),(5,9),(6,8),(6,9),(7,8)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,1,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(2,10),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,2,"(14, [(0,1),(0,5),(1,2),(1,6),(1,10),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,3,"(14, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(6,7),(7,8),(8,9),(9,10),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,4,"(14, [(0,3),(0,7),(1,7),(2,3),(4,5),(4,9),(6,7),(7,8),(7,9),(8,10),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,5,"(12, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(6,7),(7,8),(7,10),(7,11),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,6,"(14, [(0,1),(0,5),(0,10),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,7,"(12, [(0,1),(0,5),(0,10),(0,11),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(6,7),(7,8),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,8,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(7,10),(8,9),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,9,"(14, [(0,2),(0,7),(0,8),(1,5),(3,7),(3,9),(4,7),(5,9),(6,9),(9,10),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.2,10,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(3,10),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,1,"(12, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(5,10),(5,11),(6,7),(7,8),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,2,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(8,10),(8,11),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,3,"(12, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(3,10),(3,11),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,4,"(14, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(6,7),(7,8),(8,9),(8,10),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,5,"(14, [(0,5),(0,7),(1,5),(1,9),(2,4),(2,8),(3,5),(4,6),(6,9),(7,10),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,6,"(14, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(3,10),(4,9),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,7,"(14, [(0,1),(0,3),(1,7),(1,8),(2,3),(2,5),(3,6),(3,9),(4,7),(6,10),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,8,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(5,10),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,9,"(14, [(0,7),(0,9),(1,6),(1,7),(2,4),(2,7),(2,8),(3,5),(5,7),(6,10),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.4,10,"(14, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(6,7),(7,8),(8,9),(9,10),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,1,"(14, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(3,10),(4,9),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,2,"(14, [(0,4),(0,7),(1,6),(2,5),(3,5),(4,8),(5,7),(5,9),(6,7),(7,10),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,3,"(14, [(0,1),(0,5),(0,10),(1,9),(2,4),(2,9),(3,7),(4,7),(6,8),(7,8),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,4,"(14, [(0,1),(0,2),(2,3),(2,4),(2,6),(2,8),(4,10),(5,7),(6,7),(7,9),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,5,"(12, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(4,10),(4,11),(5,6),(6,7),(7,8),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,6,"(14, [(0,5),(1,5),(1,6),(1,8),(2,7),(3,4),(4,7),(4,9),(4,10),(6,7),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,7,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(0,10),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,8,"(12, [(0,1),(1,2),(2,7),(3,7),(3,9),(4,9),(5,6),(5,8),(8,9),(8,10),(8,11),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,9,"(14, [(0,1),(0,6),(1,4),(1,5),(2,5),(2,7),(3,4),(3,8),(3,9),(4,10),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.6,10,"(12, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(3,10),(3,11),(4,9),(5,6),(6,7),(7,8),(8,9),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,1,"(12, [(0,5),(1,4),(2,8),(3,9),(4,6),(4,7),(4,9),(5,9),(7,8),(7,10),(7,11),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,2,"(14, [(0,1),(1,3),(2,3),(3,5),(3,7),(4,7),(4,10),(6,7),(7,8),(7,9),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,3,"(14, [(0,1),(0,9),(2,3),(2,5),(4,7),(5,8),(6,9),(7,8),(7,9),(7,10),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,4,"(14, [(0,1),(0,5),(1,2),(1,6),(2,3),(2,7),(3,4),(3,8),(4,9),(5,6),(5,10),(6,7),(7,8),(8,9),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,5,"(12, [(0,1),(0,6),(0,7),(2,3),(2,4),(3,7),(5,6),(6,8),(6,9),(6,10),(6,11),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,6,"(14, [(0,5),(0,9),(1,2),(1,5),(2,3),(2,8),(4,9),(4,10),(6,9),(7,8),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,7,"(14, [(0,1),(0,2),(0,3),(0,4),(0,5),(0,6),(0,7),(0,8),(0,9),(1,2),(1,9),(2,3),(3,4),(4,5),(5,6),(6,7),(7,8),(8,9),(8,10),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,8,"(12, [(0,1),(0,3),(0,9),(1,8),(2,5),(2,6),(3,4),(4,6),(4,7),(5,10),(5,11),(10,11)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,9,"(14, [(0,1),(0,8),(1,4),(1,6),(1,9),(2,5),(3,7),(3,9),(3,10),(5,9),(10,11),(10,12),(10,13),(11,12),(12,13)])",True,True,True,,
motif_triangle,Motif-Triangle,0.8,10,"(14, [(0,3),(0,10),(1,2),(1,9),(2,5),(3,4),(3,7),(3,8),(4,9),(5,6),(10,11),(10,12),(10,13),(11,12),(11,13),(12,13)])",True,True,True,,
