repeat,task_id,task_name,strategy,p_true,p_pred,p_gen,p_pred_error,p_gen_error,total_samples,parse_success_count,parse_fail_count,parse_fail_rate,judge_success_count,judge_fail_count,judge_fail_rate,pred_positive_count
3,union_of_components,Union-of-components,zero_shot,0.2,0.7000,1.0000,0.5000,0.8000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,zero_shot,0.4,0.5000,1.0000,0.1000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,zero_shot,0.6,0.3000,1.0000,0.3000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,zero_shot,0.8,0.3000,1.0000,0.5000,0.2000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,zero_shot,0.2,0.4000,1.0000,0.2000,0.8000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,zero_shot,0.4,0.4000,1.0000,0.0000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,zero_shot,0.6,0.5000,1.0000,0.1000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,zero_shot,0.8,0.3000,1.0000,0.5000,0.2000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,few_shot,0.2,0.4000,1.0000,0.2000,0.8000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,few_shot,0.4,0.3000,1.0000,0.1000,0.6000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,few_shot,0.6,0.3000,0.5000,0.3000,0.1000,10,10,0,0.0000,10,0,0.0000,5
1,trees_or_cycles,Trees-or-cycles,few_shot,0.8,0.2000,1.0000,0.6000,0.2000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,few_shot,0.2,0.7000,1.0000,0.5000,0.8000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,few_shot,0.4,0.5000,1.0000,0.1000,0.6000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,few_shot,0.6,0.7000,1.0000,0.1000,0.4000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,few_shot,0.8,0.7000,1.0000,0.1000,0.2000,10,10,0,0.0000,10,0,0.0000,10
1,motif_triangle,Motif-Triangle,few_shot,0.2,0.5000,1.0000,0.3000,0.8000,10,10,0,0.0000,10,0,0.0000,10
1,motif_triangle,Motif-Triangle,few_shot,0.4,0.5000,0.9000,0.1000,0.5000,10,10,0,0.0000,10,0,0.0000,9
1,motif_triangle,Motif-Triangle,few_shot,0.6,0.7000,0.5000,0.1000,0.1000,10,10,0,0.0000,10,0,0.0000,5
1,motif_triangle,Motif-Triangle,few_shot,0.8,0.4000,1.0000,0.4000,0.2000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,few_shot,0.2,0.3000,1.0000,0.1000,0.8000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,few_shot,0.4,0.7000,1.0000,0.3000,0.6000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,few_shot,0.6,0.5000,0.5000,0.1000,0.1000,10,10,0,0.0000,10,0,0.0000,5
2,trees_or_cycles,Trees-or-cycles,few_shot,0.8,1.0000,0.5000,0.2000,0.3000,10,10,0,0.0000,10,0,0.0000,5
2,union_of_components,Union-of-components,few_shot,0.2,0.3000,0.9000,0.1000,0.7000,10,10,0,0.0000,10,0,0.0000,9
2,union_of_components,Union-of-components,few_shot,0.4,0.5000,0.7000,0.1000,0.3000,10,10,0,0.0000,10,0,0.0000,7
2,union_of_components,Union-of-components,few_shot,0.6,0.5000,1.0000,0.1000,0.4000,10,10,0,0.0000,10,0,0.0000,10
2,union_of_components,Union-of-components,few_shot,0.8,0.6000,1.0000,0.2000,0.2000,10,10,0,0.0000,10,0,0.0000,10
2,motif_triangle,Motif-Triangle,few_shot,0.2,0.6000,1.0000,0.4000,0.8000,10,10,0,0.0000,10,0,0.0000,10
2,motif_triangle,Motif-Triangle,few_shot,0.4,0.7000,1.0000,0.3000,0.6000,10,10,0,0.0000,10,0,0.0000,10
2,motif_triangle,Motif-Triangle,few_shot,0.6,0.3000,1.0000,0.3000,0.4000,10,10,0,0.0000,10,0,0.0000,10
2,motif_triangle,Motif-Triangle,few_shot,0.8,0.7000,1.0000,0.1000,0.2000,10,10,0,0.0000,10,0,0.0000,10
3,trees_or_cycles,Trees-or-cycles,few_shot,0.2,0.6000,0.5000,0.4000,0.3000,10,10,0,0.0000,10,0,0.0000,5
3,trees_or_cycles,Trees-or-cycles,few_shot,0.4,0.3000,1.0000,0.1000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,trees_or_cycles,Trees-or-cycles,few_shot,0.6,0.7000,1.0000,0.1000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,trees_or_cycles,Trees-or-cycles,few_shot,0.8,0.0000,0.6000,0.8000,0.2000,10,10,0,0.0000,10,0,0.0000,6
3,union_of_components,Union-of-components,few_shot,0.2,0.5000,1.0000,0.3000,0.8000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,few_shot,0.4,0.6000,1.0000,0.2000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,few_shot,0.6,0.5000,1.0000,0.1000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,few_shot,0.8,0.3000,0.3000,0.5000,0.5000,10,10,0,0.0000,10,0,0.0000,3
3,motif_triangle,Motif-Triangle,few_shot,0.2,0.5000,1.0000,0.3000,0.8000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,few_shot,0.4,0.6000,1.0000,0.2000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,few_shot,0.6,0.3000,1.0000,0.3000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,few_shot,0.8,0.4000,1.0000,0.4000,0.2000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.2,N/A,1.0000,N/A,0.8000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.4,0.4000,1.0000,0.0000,0.6000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.6,0.4000,1.0000,0.2000,0.4000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.8,N/A,1.0000,N/A,0.2000,20,20,0,0.0000,20,0,0.0000,20
1,union_of_components,Union-of-components,zero_shot_cot,0.2,0.2000,1.0000,0.0000,0.8000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,zero_shot_cot,0.4,N/A,1.0000,N/A,0.6000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,zero_shot_cot,0.6,0.5000,1.0000,0.1000,0.4000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,zero_shot_cot,0.8,N/A,0.7000,N/A,0.1000,10,10,0,0.0000,10,0,0.0000,7
1,motif_triangle,Motif-Triangle,zero_shot_cot,0.2,0.0000,0.5000,0.2000,0.3000,10,10,0,0.0000,10,0,0.0000,5
1,motif_triangle,Motif-Triangle,zero_shot_cot,0.4,0.8000,1.0000,0.4000,0.6000,10,10,0,0.0000,10,0,0.0000,10
1,motif_triangle,Motif-Triangle,zero_shot_cot,0.6,0.4000,0.5000,0.2000,0.1000,10,10,0,0.0000,10,0,0.0000,5
1,motif_triangle,Motif-Triangle,zero_shot_cot,0.8,0.2000,1.0000,0.6000,0.2000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.2,0.8000,1.0000,0.6000,0.8000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.4,0.1000,1.0000,0.3000,0.6000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.6,0.5000,0.6000,0.1000,0.0000,10,10,0,0.0000,10,0,0.0000,6
2,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.8,0.4000,1.0000,0.4000,0.2000,10,10,0,0.0000,10,0,0.0000,10
2,union_of_components,Union-of-components,zero_shot_cot,0.2,0.2220,1.0000,0.0220,0.8000,10,10,0,0.0000,10,0,0.0000,10
2,union_of_components,Union-of-components,zero_shot_cot,0.4,0.4000,1.0000,0.0000,0.6000,10,10,0,0.0000,10,0,0.0000,10
2,union_of_components,Union-of-components,zero_shot_cot,0.6,0.3000,1.0000,0.3000,0.4000,10,10,0,0.0000,10,0,0.0000,10
2,union_of_components,Union-of-components,zero_shot_cot,0.8,0.4400,1.0000,0.3600,0.2000,10,10,0,0.0000,10,0,0.0000,10
2,motif_triangle,Motif-Triangle,zero_shot_cot,0.2,0.3000,0.9000,0.1000,0.7000,10,10,0,0.0000,10,0,0.0000,9
2,motif_triangle,Motif-Triangle,zero_shot_cot,0.4,0.6000,0.0000,0.2000,0.4000,10,10,0,0.0000,10,0,0.0000,0
2,motif_triangle,Motif-Triangle,zero_shot_cot,0.6,0.6000,0.7000,0.0000,0.1000,10,10,0,0.0000,10,0,0.0000,7
2,motif_triangle,Motif-Triangle,zero_shot_cot,0.8,1.0000,0.1000,0.2000,0.7000,10,10,0,0.0000,10,0,0.0000,1
3,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.2,0.2000,1.0000,0.0000,0.8000,10,10,0,0.0000,10,0,0.0000,10
3,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.4,0.4000,1.0000,0.0000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.6,0.4000,1.0000,0.2000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,trees_or_cycles,Trees-or-cycles,zero_shot_cot,0.8,N/A,0.0000,N/A,0.8000,1,0,1,1.0000,0,0,0.0000,0
3,union_of_components,Union-of-components,zero_shot_cot,0.2,1.0000,1.0000,0.8000,0.8000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,zero_shot_cot,0.4,N/A,1.0000,N/A,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,zero_shot_cot,0.6,0.2000,1.0000,0.4000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,zero_shot_cot,0.8,0.9000,1.0000,0.1000,0.2000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,zero_shot_cot,0.2,0.6000,0.9000,0.4000,0.7000,10,10,0,0.0000,10,0,0.0000,9
3,motif_triangle,Motif-Triangle,zero_shot_cot,0.4,0.4000,1.0000,0.0000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,zero_shot_cot,0.6,0.8000,1.0000,0.2000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,zero_shot_cot,0.8,0.6000,1.0000,0.2000,0.2000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.2,N/A,0.5000,N/A,0.3000,10,10,0,0.0000,10,0,0.0000,5
1,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.4,0.6000,1.0000,0.2000,0.6000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.6,0.4000,1.0000,0.2000,0.4000,10,10,0,0.0000,10,0,0.0000,10
1,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.8,0.7000,1.0000,0.1000,0.2000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,few_shot_cot,0.2,0.3000,1.0000,0.1000,0.8000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,few_shot_cot,0.4,0.3000,1.0000,0.1000,0.6000,10,10,0,0.0000,10,0,0.0000,10
1,union_of_components,Union-of-components,few_shot_cot,0.6,N/A,0.0000,N/A,0.6000,1,0,1,1.0000,0,0,0.0000,0
1,union_of_components,Union-of-components,few_shot_cot,0.8,N/A,0.9500,N/A,0.1500,20,20,0,0.0000,20,0,0.0000,19
1,motif_triangle,Motif-Triangle,few_shot_cot,0.2,0.5000,1.0000,0.3000,0.8000,10,10,0,0.0000,10,0,0.0000,10
1,motif_triangle,Motif-Triangle,few_shot_cot,0.4,0.8000,1.0000,0.4000,0.6000,10,9,1,0.1000,9,0,0.0000,9
1,motif_triangle,Motif-Triangle,few_shot_cot,0.6,0.4000,1.0000,0.2000,0.4000,10,10,0,0.0000,10,0,0.0000,10
1,motif_triangle,Motif-Triangle,few_shot_cot,0.8,0.4000,1.0000,0.4000,0.2000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.2,0.5000,1.0000,0.3000,0.8000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.4,0.6000,1.0000,0.2000,0.6000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.6,0.4000,1.0000,0.2000,0.4000,10,10,0,0.0000,10,0,0.0000,10
2,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.8,0.3000,1.0000,0.5000,0.2000,10,10,0,0.0000,10,0,0.0000,10
2,union_of_components,Union-of-components,few_shot_cot,0.2,0.3000,1.0000,0.1000,0.8000,10,10,0,0.0000,10,0,0.0000,10
2,union_of_components,Union-of-components,few_shot_cot,0.4,1.0000,1.0000,0.6000,0.6000,10,10,0,0.0000,10,0,0.0000,10
2,union_of_components,Union-of-components,few_shot_cot,0.6,0.4000,1.0000,0.2000,0.4000,10,6,4,0.4000,6,0,0.0000,6
2,union_of_components,Union-of-components,few_shot_cot,0.8,0.5000,0.5000,0.3000,0.3000,10,10,0,0.0000,10,0,0.0000,5
2,motif_triangle,Motif-Triangle,few_shot_cot,0.2,0.3000,1.0000,0.1000,0.8000,10,10,0,0.0000,10,0,0.0000,10
2,motif_triangle,Motif-Triangle,few_shot_cot,0.4,N/A,1.0000,N/A,0.6000,10,10,0,0.0000,10,0,0.0000,10
2,motif_triangle,Motif-Triangle,few_shot_cot,0.6,0.4000,0.0000,0.2000,0.6000,10,10,0,0.0000,10,0,0.0000,0
2,motif_triangle,Motif-Triangle,few_shot_cot,0.8,0.3000,0.0000,0.5000,0.8000,10,10,0,0.0000,10,0,0.0000,0
3,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.2,N/A,1.0000,N/A,0.8000,10,10,0,0.0000,10,0,0.0000,10
3,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.4,0.7000,0.7000,0.3000,0.3000,10,10,0,0.0000,10,0,0.0000,7
3,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.6,0.5000,1.0000,0.1000,0.4000,20,20,0,0.0000,20,0,0.0000,20
3,trees_or_cycles,Trees-or-cycles,few_shot_cot,0.8,0.3000,0.4000,0.5000,0.4000,10,10,0,0.0000,10,0,0.0000,4
3,union_of_components,Union-of-components,few_shot_cot,0.2,N/A,1.0000,N/A,0.8000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,few_shot_cot,0.4,0.3000,1.0000,0.1000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,few_shot_cot,0.6,0.4000,1.0000,0.2000,0.4000,10,10,0,0.0000,10,0,0.0000,10
3,union_of_components,Union-of-components,few_shot_cot,0.8,0.8000,1.0000,0.0000,0.2000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,few_shot_cot,0.2,0.7000,0.0000,0.5000,0.2000,10,10,0,0.0000,10,0,0.0000,0
3,motif_triangle,Motif-Triangle,few_shot_cot,0.4,0.4000,1.0000,0.0000,0.6000,10,10,0,0.0000,10,0,0.0000,10
3,motif_triangle,Motif-Triangle,few_shot_cot,0.6,N/A,0.0000,N/A,0.6000,1,0,1,1.0000,0,0,0.0000,0
3,motif_triangle,Motif-Triangle,few_shot_cot,0.8,N/A,0.5000,N/A,0.3000,10,10,0,0.0000,10,0,0.0000,5
